
41,46,36,30.93,56.1,6.39,526.66,bajra
45,32,40,26.53,72.43,6.81,675.42,wheat
65,23,28,31.58,71.45,6.02,553.82,cotton
70,39,30,30.21,75.91,6.57,795.21,maize
45,44,40,29.87,64.86,6.47,462.39,jowar
41,40,45,29.5,72.72,6.58,744.78,soybean
56,27,38,34.79,60.53,6.42,464.25,bajra
67,25,45,30.33,73.16,6.23,564.94,maize
60,41,26,31.26,85.8,7.16,1148.05,sugarcane
68,39,36,29.43,64.84,6.01,456.68,jowar
64,43,20,28.44,68.72,6.91,573.54,cotton
48,34,38,25.82,67.54,6.38,471.37,jowar
59,44,26,25.36,65.23,6.73,567.85,wheat
67,26,36,29.26,70.07,7.28,687.27,pigeonpea
50,29,44,31.49,64.92,6.17,473.65,bajra
52,42,46,25.71,67.69,6.47,427.15,jowar
41,26,21,25.12,73.71,6.22,440.44,wheat
49,21,32,30.92,76.76,7.18,1228.58,sugarcane
45,41,38,27.62,82.84,6.69,696.53,soybean
74,49,36,29.69,75.12,6.44,794.64,cotton
80,20,47,30.94,65.73,6.25,401.27,jowar
58,28,23,29.7,75.02,7.08,1006.17,sugarcane
72,30,26,27.04,75.63,7.11,1057.54,sugarcane
64,32,37,28.05,77.27,6.55,748.99,cotton
40,40,20,27.29,79.08,6.67,735.23,cotton
69,27,35,26.5,77.72,6.25,853.82,soybean
75,32,26,24.13,94.97,5.82,1097.5,rice
70,34,37,27.84,72.23,6.2,715.76,maize
62,28,20,28.39,64.18,6.32,533.28,jowar
76,25,42,30.84,61.41,6.76,665.04,pigeonpea
46,39,35,26.47,78.42,6.17,758.41,soybean
80,39,27,29.34,65.65,6.04,412.68,jowar
51,28,31,27.7,81.88,6.25,1122.36,rice
80,30,49,27.66,80.17,5.88,1248.65,rice
80,33,31,26.17,88.0,6.94,968.66,banana
70,43,46,28.21,78.65,6.17,895.54,soybean
78,22,38,28.51,70.44,6.04,866.1,soybean
49,41,22,31.53,65.74,6.67,718.62,maize
40,31,49,29.34,65.53,6.96,780.72,cotton
77,45,43,26.3,66.61,6.37,361.39,jowar
53,25,38,31.85,52.72,6.27,467.46,bajra
40,20,22,28.95,72.66,6.51,804.65,soybean
47,32,50,26.42,75.66,6.85,1258.71,banana
71,38,20,27.82,84.43,6.14,983.14,banana
52,27,44,23.35,66.3,6.54,596.75,wheat
46,46,35,28.56,83.62,6.62,859.64,soybean
78,28,24,28.2,75.86,6.54,671.9,cotton
61,42,46,27.16,71.49,6.24,656.01,maize
55,31,24,24.93,92.22,5.89,1137.16,rice
43,46,40,25.53,77.44,6.56,768.7,soybean
59,28,23,26.22,65.96,6.07,564.0,jowar
41,26,46,30.62,60.95,7.25,507.15,pigeonpea
61,35,43,27.85,94.53,6.49,1078.65,rice
77,25,47,34.62,60.0,6.27,467.44,bajra
80,26,35,29.21,52.55,6.2,426.86,bajra
52,23,47,27.99,84.79,7.23,1302.64,sugarcane
58,20,44,29.32,77.88,6.31,677.49,maize
51,34,28,27.53,80.27,5.81,1300.0,rice
41,22,47,26.12,83.02,6.54,646.53,soybean
55,49,41,26.27,67.47,6.45,538.2,wheat
78,47,50,31.74,75.23,6.55,1444.69,sugarcane
59,33,36,30.83,57.52,6.15,454.78,bajra
69,27,36,28.81,76.0,6.91,677.97,cotton
55,22,40,29.69,72.85,6.67,539.69,maize
59,29,46,23.28,73.87,6.87,624.12,wheat
68,24,34,30.06,78.7,6.89,1435.53,sugarcane
77,29,23,29.25,64.09,6.26,355.69,bajra
51,46,21,26.33,73.06,7.06,688.7,pigeonpea
43,46,44,25.03,64.17,6.1,556.9,jowar
43,20,38,28.97,73.61,6.43,747.34,pigeonpea
60,36,27,30.55,66.0,6.14,709.67,cotton
54,34,29,28.49,69.7,6.16,690.37,cotton
72,35,32,24.35,81.61,5.67,1001.43,rice
77,50,38,29.2,65.95,6.85,551.4,pigeonpea
52,37,21,24.28,89.62,6.75,1027.7,banana
66,47,45,26.44,61.51,7.49,472.47,pigeonpea
67,30,42,28.67,78.83,6.24,817.68,soybean
46,28,31,31.42,75.97,6.65,1097.14,sugarcane
70,24,47,25.68,80.48,6.0,632.67,soybean
43,50,26,26.48,72.99,6.7,702.2,soybean
55,40,44,30.74,59.83,6.39,463.92,bajra
42,25,30,29.49,63.96,6.26,389.57,bajra
55,40,37,29.71,82.24,6.11,1130.0,rice
59,43,23,30.02,64.24,6.3,496.06,jowar
68,41,42,29.12,66.49,7.44,490.28,pigeonpea
50,23,44,31.05,67.75,6.33,623.5,cotton
48,26,48,29.25,80.01,6.42,1151.06,rice
72,42,28,31.95,79.3,7.43,1094.95,sugarcane
66,24,47,26.46,87.99,5.86,1270.73,rice
77,33,46,29.16,85.88,6.86,1210.15,banana
62,33,30,27.2,86.37,6.64,1022.29,banana
44,45,36,26.3,87.43,6.21,1206.52,banana
60,38,49,30.05,74.82,6.81,492.37,pigeonpea
72,23,28,29.57,66.83,6.08,356.16,jowar
80,38,35,29.16,83.95,5.73,1262.88,rice
72,26,42,29.63,72.93,6.43,681.88,soybean
80,23,20,29.2,71.27,6.12,767.67,cotton
69,43,42,30.61,69.67,7.22,524.48,pigeonpea
72,35,46,26.29,82.35,6.83,996.3,banana
79,42,32,27.31,94.07,5.96,1329.93,rice
78,20,45,28.49,79.83,6.0,752.4,soybean
73,25,29,29.12,81.29,6.67,952.3,banana
77,40,28,29.65,75.24,6.44,679.62,maize
63,32,40,26.92,80.62,6.5,1363.97,sugarcane
43,48,49,25.2,80.69,6.55,1058.46,banana
65,32,24,27.83,67.53,6.13,542.37,cotton
48,20,37,34.58,51.7,6.05,438.33,bajra
71,39,47,28.61,63.14,7.45,694.91,pigeonpea
72,43,38,27.84,89.99,7.43,1391.82,sugarcane
43,48,32,28.62,75.82,6.3,502.37,maize
63,38,31,28.07,78.92,6.66,1426.61,sugarcane
62,25,29,26.68,72.65,6.75,407.37,wheat
68,23,30,29.79,56.67,6.14,386.98,bajra
55,45,24,27.44,76.23,6.73,1078.11,banana
60,41,44,29.91,70.74,6.55,785.04,soybean
62,31,20,28.14,78.39,6.1,725.2,cotton
71,24,21,30.81,76.85,7.26,1148.38,sugarcane
41,41,21,27.37,65.17,6.96,743.16,pigeonpea
70,40,50,28.01,69.33,6.09,588.63,cotton
61,33,49,29.9,62.16,6.26,406.87,bajra
75,44,30,24.0,91.81,5.5,1289.96,rice
67,49,20,31.59,74.82,6.66,674.55,maize
44,36,49,28.6,68.61,6.02,506.83,maize
70,42,36,30.91,68.08,6.55,632.33,maize
74,40,32,28.7,71.94,6.55,727.35,soybean
45,42,43,31.29,80.01,7.03,1200.34,sugarcane
65,34,26,28.74,72.26,6.75,712.76,cotton
79,22,41,22.67,70.28,6.32,496.28,wheat
73,22,48,32.02,54.42,6.17,467.09,bajra
67,40,36,26.9,69.8,6.21,687.54,wheat
45,31,33,24.57,74.3,6.6,595.8,wheat
60,29,37,30.27,62.39,6.07,559.54,jowar
66,21,22,28.27,83.08,6.09,1189.24,banana
76,43,41,29.85,88.2,6.7,1203.74,banana
48,22,35,32.99,54.82,6.33,378.18,bajra
50,30,46,26.62,82.0,6.71,888.84,soybean
71,24,34,34.75,57.62,6.11,547.35,bajra
51,31,33,29.43,76.88,6.18,1206.28,banana
72,38,34,26.25,87.63,6.85,1078.87,sugarcane
48,44,23,26.26,65.56,6.53,460.47,wheat
59,40,30,26.62,81.15,6.67,777.18,soybean
48,48,39,28.16,81.41,6.14,820.66,soybean
42,48,36,27.89,62.0,7.26,729.05,pigeonpea
77,20,48,25.27,84.77,6.53,1048.33,banana
65,34,38,28.2,73.54,6.77,549.32,pigeonpea
65,22,32,27.91,70.57,6.3,582.15,cotton
60,46,40,28.1,61.2,6.86,708.48,pigeonpea
42,28,33,28.06,78.53,6.14,564.34,maize
59,46,29,28.27,66.52,6.29,630.21,maize
58,34,44,26.48,74.5,6.76,605.29,soybean
59,32,24,26.77,67.12,6.92,532.25,wheat
47,26,47,26.04,89.22,6.02,1273.66,rice
54,27,43,26.16,66.18,6.83,400.12,wheat
66,33,47,30.33,56.18,6.17,367.1,bajra
49,41,35,29.82,73.89,7.17,654.53,pigeonpea
49,30,23,30.04,60.14,6.46,553.62,jowar
65,23,50,26.49,79.4,7.33,1337.71,sugarcane
79,40,48,28.62,67.08,6.88,518.03,cotton
78,31,28,30.0,66.88,6.08,658.01,cotton
52,30,30,27.66,82.36,6.31,1044.38,banana
50,21,29,29.59,78.56,6.69,794.16,maize
50,39,36,28.86,82.33,5.93,1375.18,rice
71,33,31,25.06,84.3,5.52,1181.92,rice
64,20,41,25.6,65.5,6.14,568.31,jowar
68,45,36,23.55,68.72,6.81,463.38,wheat
80,44,20,25.29,79.71,6.23,611.28,soybean
46,35,37,24.86,73.18,6.61,404.07,wheat
58,46,45,27.1,77.52,6.78,791.47,cotton
55,21,38,27.55,74.04,6.6,584.54,cotton
73,37,25,25.8,62.94,6.26,492.72,jowar
44,44,48,27.07,74.91,6.15,652.64,cotton
45,22,21,23.89,69.85,6.38,565.38,wheat
66,45,43,29.32,92.26,5.89,1350.72,rice
55,38,20,31.91,79.59,6.05,763.45,maize
42,38,24,24.91,80.63,6.33,1210.56,banana
44,26,48,29.88,86.09,6.36,1225.9,banana
40,29,32,23.05,74.19,6.3,408.9,wheat
75,27,25,30.64,69.89,6.03,472.04,jowar
64,40,39,26.31,66.02,7.14,684.31,pigeonpea
75,37,30,29.55,67.28,6.31,651.47,maize
52,46,49,27.38,67.35,6.45,355.69,jowar
59,47,21,28.32,81.87,6.52,984.84,banana
59,37,35,28.7,80.29,6.89,1275.62,sugarcane
67,44,25,28.92,50.78,6.43,503.93,bajra
45,46,49,29.04,79.53,6.33,742.8,soybean
77,21,50,30.71,65.57,6.47,622.01,pigeonpea
45,37,29,22.64,72.62,6.05,563.75,wheat
46,50,48,29.01,66.52,6.52,675.81,cotton
46,41,30,30.39,73.88,6.54,672.37,maize
61,48,31,28.96,73.83,6.56,504.73,pigeonpea
66,38,42,31.61,78.48,7.08,1355.59,sugarcane
62,46,36,29.62,69.57,6.47,542.24,pigeonpea
77,25,27,27.0,93.7,5.85,1180.94,rice
69,43,46,26.41,73.73,6.83,584.49,wheat
48,35,27,27.07,75.06,7.14,1046.25,sugarcane
70,42,29,24.69,72.09,6.25,400.33,wheat
58,44,22,27.89,68.87,6.07,552.2,cotton
66,31,37,30.96,69.36,6.95,624.17,cotton
56,25,20,27.79,61.61,6.95,496.9,pigeonpea
78,20,24,28.63,58.23,6.21,346.95,bajra
62,32,48,28.42,72.47,6.41,761.0,maize
76,49,38,27.67,79.44,6.74,682.18,soybean
76,45,28,27.03,76.51,6.19,628.58,cotton
72,26,45,27.81,72.77,6.62,615.76,cotton
42,42,39,31.85,79.23,6.62,622.77,cotton
43,34,50,27.33,68.47,6.23,448.63,jowar
55,37,23,26.09,79.53,6.56,710.59,maize
50,40,32,26.05,80.82,6.78,713.73,soybean
79,32,33,28.23,62.47,7.41,510.29,pigeonpea
79,45,37,29.08,83.94,6.59,727.79,soybean
71,37,30,23.45,74.15,6.2,668.21,wheat
67,41,38,31.09,58.5,6.5,313.62,bajra
68,50,30,26.67,68.96,6.29,382.9,jowar
60,35,36,28.87,65.37,6.23,375.24,jowar
79,42,48,32.1,61.56,6.45,413.17,bajra
76,20,47,30.26,72.8,6.3,767.99,cotton
80,25,32,30.02,78.35,6.6,1024.94,sugarcane
79,33,46,22.03,69.82,6.79,597.84,wheat
48,38,50,27.34,81.13,5.64,1231.85,rice
58,24,20,29.19,80.16,5.72,1341.49,rice
70,23,43,22.74,66.19,6.21,657.86,wheat
44,49,24,25.19,86.62,6.43,993.06,banana
76,50,48,30.69,66.81,6.99,502.43,pigeonpea
43,33,24,26.22,88.62,7.43,1420.48,sugarcane
48,20,22,29.72,61.6,7.12,625.54,pigeonpea
42,47,39,30.11,64.0,6.07,548.44,jowar
70,45,33,25.06,76.93,6.38,609.88,maize
75,45,45,29.52,68.63,6.25,748.97,cotton
57,32,22,28.23,67.31,6.38,674.66,pigeonpea
74,49,46,26.09,82.45,5.7,1160.54,rice
45,38,39,26.11,67.2,6.85,530.54,wheat
52,48,43,26.35,72.85,7.33,669.88,pigeonpea
79,34,36,29.15,64.1,6.36,322.08,bajra
41,50,21,26.79,71.24,6.05,804.21,soybean
63,31,37,29.45,83.08,6.38,1066.57,rice
44,45,45,28.39,78.42,6.5,608.82,soybean
76,34,48,25.51,63.35,6.06,564.65,jowar
56,25,29,22.43,67.59,6.29,407.1,wheat
57,35,30,29.82,84.15,7.19,1026.0,sugarcane
45,24,47,28.4,60.69,6.37,456.23,jowar
61,20,43,30.77,61.12,6.49,469.01,bajra
74,26,44,24.39,74.1,6.06,439.5,wheat
44,26,46,28.66,54.47,6.22,519.57,bajra
61,37,45,26.95,64.14,7.24,621.98,pigeonpea
76,27,36,29.07,82.67,7.2,1462.54,sugarcane
78,26,38,29.04,70.07,6.15,620.1,maize
68,30,45,27.55,65.97,6.0,669.5,wheat
46,24,35,24.46,74.0,6.26,608.55,wheat
42,42,48,27.13,76.36,6.52,1271.5,sugarcane
78,45,35,31.54,64.03,6.73,477.64,pigeonpea
74,33,41,28.92,92.73,6.09,1188.59,rice
72,50,32,28.75,67.8,6.45,524.91,jowar
59,29,46,28.96,68.1,6.8,566.65,cotton
72,22,42,28.15,77.72,6.68,885.51,soybean
51,26,29,30.53,64.44,6.19,359.51,bajra
55,47,49,27.42,87.73,6.87,1129.2,banana
75,28,22,30.33,63.54,6.01,474.49,bajra
73,43,43,25.83,70.68,6.27,414.88,wheat
79,24,47,26.2,78.53,7.36,1262.8,sugarcane
48,40,25,24.91,82.7,6.47,1045.37,banana
76,32,22,28.33,82.66,6.29,1113.38,rice
44,20,47,28.49,66.94,6.07,511.67,maize
57,46,21,29.62,65.71,6.31,522.49,jowar
61,36,48,24.51,94.07,5.97,1167.54,rice
58,26,41,25.4,86.48,6.15,1225.22,banana
48,40,33,29.27,80.23,6.6,893.26,soybean
53,21,26,28.36,73.39,6.28,735.1,soybean
45,41,42,27.09,63.84,6.95,712.41,pigeonpea
79,45,21,30.96,86.22,7.44,1433.33,sugarcane
77,21,28,27.41,85.85,6.49,981.9,banana
77,48,39,27.51,65.18,7.21,546.83,pigeonpea
71,25,28,25.91,74.77,6.6,893.94,soybean
53,30,25,28.81,72.75,6.36,769.06,soybean
58,20,40,25.69,65.52,6.13,537.23,jowar
51,31,36,27.54,75.54,7.35,1279.0,sugarcane
66,35,27,26.71,68.92,6.34,599.0,maize
62,29,35,27.67,68.29,6.2,365.64,jowar
50,35,48,26.64,82.26,6.07,1305.88,rice
66,40,37,24.42,84.48,5.62,1230.09,rice
45,43,36,24.2,81.27,6.92,1013.01,banana
78,39,39,27.93,73.68,6.79,667.15,maize
47,35,44,27.11,83.4,6.78,1060.55,sugarcane
56,20,43,29.52,76.04,6.45,917.27,banana
45,47,25,27.39,67.95,6.54,411.94,wheat
65,24,43,30.39,62.8,6.18,384.53,bajra
45,23,45,25.48,86.9,6.69,1216.92,banana
40,50,46,29.36,77.54,6.62,617.37,maize
55,39,27,27.7,92.47,5.67,1140.39,rice
67,21,31,30.93,60.75,7.41,497.07,pigeonpea
75,20,26,24.0,65.17,6.29,564.86,wheat
56,34,32,28.94,81.52,6.51,1298.06,banana
52,20,39,29.91,73.67,6.66,643.53,soybean
50,20,35,26.75,81.62,6.68,612.06,soybean
59,21,23,28.55,77.67,7.43,1204.67,sugarcane
50,34,21,25.32,65.67,6.83,403.19,wheat
64,36,25,30.79,68.57,6.56,687.62,maize
71,27,23,26.98,63.17,6.28,503.37,jowar
68,31,23,27.23,60.76,6.47,408.87,jowar
40,34,38,26.13,66.4,6.41,609.44,pigeonpea
49,24,20,31.5,82.02,7.27,1351.15,sugarcane
76,30,38,26.38,76.84,6.92,1039.31,banana
56,45,34,31.87,65.0,6.81,616.42,cotton
58,24,28,23.68,65.72,6.3,683.03,wheat
49,20,38,22.29,73.7,6.5,691.46,wheat
69,32,24,31.57,78.59,7.36,1392.63,sugarcane
50,23,25,25.67,94.63,5.73,1200.49,rice
79,49,22,29.27,90.23,5.74,1199.93,rice
80,47,36,29.47,89.98,6.39,1313.86,rice
72,27,50,22.49,74.39,6.09,483.59,wheat
40,44,25,22.43,69.52,6.33,623.8,wheat
51,47,43,27.04,74.02,6.04,622.49,cotton
43,44,38,29.25,71.41,6.77,674.74,soybean
41,45,29,22.38,67.51,6.74,642.59,wheat
66,28,26,26.54,69.97,6.36,569.17,jowar
68,46,30,26.42,74.99,6.06,653.16,soybean
62,33,37,27.79,71.16,6.02,617.8,soybean
62,37,47,25.52,78.77,6.63,661.21,soybean
58,33,23,31.39,76.26,6.96,1153.28,sugarcane
50,49,26,28.6,75.48,6.67,753.7,soybean
50,39,40,25.11,71.02,6.09,628.24,soybean
77,29,36,31.76,73.31,6.75,790.21,maize
52,49,39,28.7,86.19,7.16,1000.06,sugarcane
79,42,41,28.0,73.52,6.56,405.08,wheat
47,40,21,28.71,63.47,6.41,467.63,jowar
66,42,28,24.33,94.14,6.09,1028.52,rice
44,32,21,27.46,68.01,6.21,476.15,jowar
46,46,30,30.66,74.01,6.38,571.64,pigeonpea
59,37,39,29.58,87.34,6.31,932.42,banana
68,35,34,29.71,73.08,6.75,652.93,maize
54,40,24,27.62,71.47,6.51,600.66,wheat
58,33,23,26.36,92.02,5.77,1298.14,rice
59,29,45,29.46,88.56,6.47,1006.73,rice
59,43,45,24.5,85.89,6.48,1121.58,banana
51,24,50,28.13,76.89,6.59,738.64,maize
65,35,49,24.3,82.39,5.77,1171.02,rice
50,36,23,31.62,76.93,6.98,651.62,cotton
76,34,25,29.19,65.24,7.34,631.49,pigeonpea
75,44,46,29.45,68.64,6.88,563.67,pigeonpea
46,28,42,28.39,92.83,6.39,1154.81,rice
51,35,50,26.68,77.03,6.63,1166.68,sugarcane
74,39,33,25.68,71.01,6.44,496.2,wheat
61,45,46,29.04,85.7,6.71,1084.19,banana
79,41,42,30.65,87.72,7.27,1474.55,sugarcane
56,38,35,25.31,66.36,6.4,484.24,jowar
69,38,34,25.38,70.21,6.96,610.92,wheat
74,31,33,30.0,75.35,6.77,799.7,cotton
74,26,23,26.6,91.56,5.67,1136.14,rice
49,50,21,29.07,60.64,6.28,388.27,jowar
53,27,24,25.29,80.05,6.34,967.03,banana
73,36,44,29.17,84.37,6.75,695.32,soybean
42,25,23,28.05,58.48,6.08,312.91,bajra
77,26,26,26.45,61.0,6.03,584.19,jowar
50,30,38,25.39,73.96,6.18,599.36,wheat
45,42,47,26.33,69.02,7.14,608.34,pigeonpea
47,30,44,29.28,74.87,6.09,603.71,maize
72,26,49,29.62,74.93,6.21,572.84,cotton
74,34,21,28.09,75.34,6.14,641.7,cotton
44,28,24,29.18,78.33,6.08,991.32,banana
50,33,27,28.26,79.95,6.69,696.56,soybean
69,32,37,29.87,53.07,6.33,408.81,bajra
68,48,29,32.66,56.03,6.32,367.9,bajra
66,44,34,27.57,68.71,6.2,497.09,wheat
49,43,39,31.33,70.42,6.04,528.75,cotton
72,46,40,28.77,60.02,7.27,496.96,pigeonpea
69,30,29,29.06,86.96,6.06,1053.08,rice
69,30,49,29.78,76.82,6.67,1190.14,banana
77,31,34,28.34,80.25,7.24,1143.81,sugarcane
45,23,27,26.22,88.67,6.39,1061.77,banana
62,27,20,28.23,85.47,5.54,1051.69,rice
46,47,28,31.33,62.13,6.46,734.77,pigeonpea
40,20,41,28.89,61.72,6.11,374.77,jowar
69,42,26,28.26,65.99,6.1,370.04,jowar
50,26,45,27.95,72.41,6.1,690.41,maize
46,24,49,29.32,75.44,6.06,603.74,maize
76,33,28,26.82,82.86,6.75,664.78,soybean
73,28,49,29.22,75.01,6.29,517.11,cotton
69,21,20,28.11,83.61,7.05,1127.27,sugarcane
63,37,32,24.33,83.87,5.64,1154.8,rice
55,31,30,31.12,61.18,6.42,516.94,bajra
58,27,50,28.48,71.67,6.5,602.51,soybean
53,29,20,26.97,63.18,6.17,481.8,jowar
50,46,48,29.24,61.39,6.25,571.66,jowar
52,46,37,25.64,75.47,6.04,787.66,soybean
71,22,25,29.3,66.95,7.39,683.57,pigeonpea
64,34,48,30.78,64.05,6.35,522.04,bajra
52,27,33,29.14,73.23,6.24,727.43,maize
78,40,42,26.42,70.2,6.1,496.72,wheat
57,28,21,31.66,57.96,6.46,495.07,bajra
48,21,23,29.76,83.04,7.18,1188.2,sugarcane
48,24,35,25.5,67.37,6.0,405.88,wheat
58,42,22,30.27,74.58,6.17,525.65,cotton
60,34,49,26.47,66.41,6.55,624.44,wheat
64,50,21,26.93,65.63,6.41,540.96,pigeonpea
75,37,23,27.51,74.82,6.35,581.56,maize
72,30,42,25.93,89.52,6.78,1113.99,banana
41,28,20,25.4,66.27,6.4,353.18,jowar
42,45,24,25.53,88.15,6.19,1342.11,rice
48,35,30,29.52,75.6,7.5,1258.56,sugarcane
40,20,29,29.74,86.8,5.98,1368.31,rice
48,43,36,32.88,56.57,6.12,300.55,bajra
47,34,29,28.85,68.63,6.24,531.14,cotton
72,39,22,25.17,76.61,6.72,862.53,soybean
56,36,30,29.31,75.03,6.44,618.11,maize
45,34,43,29.47,62.18,7.24,587.1,pigeonpea
41,21,46,27.36,77.16,6.58,676.53,soybean
78,41,27,30.09,69.99,6.54,762.83,maize
63,28,27,31.6,60.41,7.03,620.19,pigeonpea
55,41,37,27.7,86.86,6.43,1190.04,rice
57,46,48,28.45,64.01,6.49,305.63,bajra
51,40,20,28.77,79.4,6.24,604.82,soybean
57,46,37,24.51,87.9,6.34,1294.81,rice
50,33,38,28.14,55.28,6.13,542.55,bajra
70,30,27,27.42,72.54,7.0,535.16,cotton
76,33,43,26.06,79.33,6.52,822.52,soybean
40,22,43,25.67,66.03,6.06,654.84,maize
80,40,44,28.89,64.08,6.02,410.65,bajra
54,29,24,28.65,61.41,6.12,364.61,bajra
62,44,32,29.16,87.83,6.97,983.59,banana
56,23,46,31.88,66.24,6.58,754.26,maize
58,30,40,33.24,61.39,6.43,430.99,bajra
73,35,38,28.7,71.97,7.35,558.91,pigeonpea
63,26,20,26.04,82.62,6.89,1484.7,sugarcane
66,33,45,27.53,92.7,5.97,1332.76,rice
72,20,33,24.62,68.17,6.15,450.22,wheat
55,21,50,25.68,71.55,6.61,888.96,soybean
76,25,24,25.71,69.63,6.96,499.89,wheat
51,47,45,26.16,65.94,6.67,546.16,wheat
65,21,20,28.04,81.6,7.1,1001.85,sugarcane
53,24,28,27.99,67.73,6.14,595.26,maize
48,27,48,26.55,72.57,6.74,472.74,wheat
77,21,21,28.14,63.69,7.19,485.65,pigeonpea
56,42,47,30.24,80.34,6.88,1166.52,sugarcane
56,46,22,27.56,76.15,6.91,718.16,cotton
80,26,44,26.02,60.95,7.15,480.56,pigeonpea
62,36,47,24.5,65.76,6.22,599.25,wheat
41,20,23,23.22,65.06,6.89,419.77,wheat
74,21,23,28.72,54.7,6.22,352.81,bajra
62,45,36,24.29,74.7,6.65,431.49,wheat
68,47,40,26.15,70.37,6.51,475.59,wheat
78,25,26,26.12,79.64,6.1,685.83,soybean
75,20,44,24.17,92.29,5.59,1010.57,rice
50,45,32,30.42,70.6,6.49,531.62,cotton
63,24,30,27.87,66.12,6.44,731.88,maize
65,29,50,31.88,70.06,7.25,607.22,pigeonpea
75,30,32,27.81,71.78,6.09,401.57,wheat
73,46,23,25.2,81.62,6.63,621.9,soybean
51,20,48,31.92,72.7,6.56,579.94,cotton
70,29,45,26.93,79.77,6.69,687.51,soybean
40,25,20,25.54,80.77,6.17,1212.2,rice
49,24,32,29.53,81.22,5.66,1236.43,rice
72,25,28,27.02,65.77,6.33,555.64,jowar
63,20,45,26.39,67.11,6.97,698.74,wheat
75,47,24,29.93,50.52,6.29,378.43,bajra
52,41,45,30.46,64.06,6.31,343.37,bajra
61,22,39,26.77,62.82,6.27,452.47,jowar
43,47,35,27.11,74.43,6.01,748.25,soybean
46,36,49,27.19,81.63,6.76,848.03,soybean
47,28,49,26.71,75.32,7.2,1265.14,sugarcane
58,39,44,30.18,68.33,6.37,362.46,jowar
64,38,41,28.45,50.78,6.14,467.5,bajra
42,20,23,27.31,61.23,6.38,531.08,jowar
62,35,31,30.02,63.77,6.28,469.12,bajra
77,49,30,27.25,82.21,6.8,858.99,soybean
77,23,29,23.73,70.44,6.0,504.43,wheat
47,43,23,25.48,94.19,5.74,1300.2,rice
49,37,34,28.38,79.39,6.34,625.59,maize
61,31,40,31.22,77.54,6.12,764.54,maize
58,39,21,28.76,56.64,6.45,321.68,bajra
58,20,29,27.03,70.1,7.05,555.4,pigeonpea
51,42,43,28.28,74.49,7.42,481.27,pigeonpea
63,42,34,23.43,72.18,6.27,629.37,wheat
61,48,44,30.82,63.74,6.44,461.59,jowar
45,24,45,28.81,78.17,6.11,1057.79,banana
49,35,27,31.16,68.5,6.7,789.96,maize
61,42,39,25.0,85.04,6.17,1261.8,rice
40,50,43,30.24,66.77,6.02,596.95,maize
69,42,20,27.75,84.27,6.89,1482.0,sugarcane
55,20,25,27.65,82.95,6.84,983.53,banana
45,21,46,26.98,82.42,7.32,1357.06,sugarcane
73,22,44,28.31,61.37,6.5,525.33,bajra
48,44,36,26.97,80.48,6.31,1235.74,rice
74,43,43,25.34,76.3,6.06,941.54,banana
55,44,28,29.17,57.46,6.25,474.05,bajra
57,24,28,27.74,79.44,6.05,701.45,maize
60,49,39,26.9,72.15,6.19,763.43,soybean
62,21,21,29.33,83.78,6.56,1128.46,sugarcane
66,26,37,25.21,65.82,6.25,429.88,jowar
74,33,28,27.18,79.08,6.26,1122.03,banana
43,30,35,25.27,76.11,6.99,1000.84,banana
